time,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19
-0.0819758998171452,-0.07887339716707131,-0.04881053438271936,0.0034403018088617204,0.05097173211522334,0.09430950439953505,0.13276823367390286,0.16549308625678566,0.19210723673302518,0.21271096436669715,0.22769801591604164,0.23757065399560354,0.2428326220946528,0.2439445830864862,0.24131115475384243,0.2352721208135685,0.22610636400390777,0.21403936708834542,0.19923620637505102,0.18179101668643263,0.1617496145682001,0.13948870889936152,0.11699157418205625,0.0962255941767371,0.07739109323920172,0.06033650523388134,0.044986216201161666,0.03131100882480411,0.019291869792736175,0.00890317302816495,0.00010580237277701965,-0.0071546626451392936,-0.012953798893288978,-0.017371313649089715,-0.020488264029513356,-0.022397786338710063,-0.02320179949286445,-0.023008256176594372,-0.021928460599108333,-0.020074222660581696,-0.01755859955314184,-0.014515636519597303,-0.011223504830579841,-0.008162563018921614,-0.005545207122948729,-0.003366027066077794,-0.001597724445206698,-0.00021524711566353561,0.0008086495670327962,0.001505216473864651,0.0019095803740059375,0.0020600914142672997,0.0019978411986041463,0.0017656094994687318,0.001406918216248655,0.0009688425331032546,0.0005416600741083527,0.00022599777496207777,1.4056693714694062e-05,-0.00011397132232704156,-0.0001736299576127837,-0.0001803836902845666,-0.000150074652612051,-9.847281120712456e-05,-4.141895994955066e-05,-2.5629732146487284e-06,1.3459979241109676e-05,1.5961880452199966e-05,1.2531323565139743e-05
0.45641946514244225,0.45633264169669513,0.4539226777704639,0.4461152198781468,0.4336559992248148,0.4170215480534696,0.39659802121043375,0.37269548081970255,0.34555476236347005,0.3153473784286643,0.2821662672070699,0.24600412702516083,0.20672807541323268,0.1642133205512748,0.11991940128148806,0.07875523692828235,0.04252240719441269,0.010781405264358057,-0.01679899804569406,-0.04038863824551542,-0.06024677700043983,-0.07640734719898118,-0.08898289075777271,-0.09815859181874263,-0.1041687919867177,-0.10727322755100488,-0.10773965729486736,-0.10583374557866203,-0.10181217837013362,-0.09592312280143916,-0.08840915351139866,-0.07950955663273146,-0.06946365201179584,-0.058515704926655455,-0.04692486687751343,-0.03499217341014414,-0.02313979181165561,-0.012047549055894783,-0.0024674383545140992,0.005315072364213606,0.01139992222350918,0.015968623964419528,0.019170505102057145,0.02114268776374317,0.022016839622323352,0.02192272642269145,0.02098978119586961,0.019347352102434892,0.01712532639765442,0.014454211889785625,0.011465595640704065,0.008294672767040372,0.005091890455358299,0.002069748224479284,-0.0004489080954593592,-0.0022857491172688276,-0.0035047906859462154,-0.0042064797103961845,-0.0044744042693317596,-0.004382761618311792,-0.004002020515425676,-0.003401067656148191,-0.0026480088190348338,-0.001810635357567615,-0.0009584159536982483,-0.0001743364670770888,0.0004166411295437458,0.0007565531723187916,0.0008970390708467113,0.0008892965565768149,0.0007741065120349282,0.0005883453958785223,0.0003669737287473608,0.00014380602932216388,-4.5340043753141324e-05,-0.000155305245664712,-0.0001844727040081698,-0.0001633413435200015,-0.00011398190084474364,-5.4397569088600586e-05,-5.293221926080979e-07,3.2408825488737525e-05,3.2954975353292906e-05
0.27340429230158003,0.27180182974596245,0.25451340356693075,0.22984059918006855,0.20262317464781374,0.17350634915061824,0.14308001314863128,0.11189321123659493,0.08045841100335246,0.04925676272633419,0.01874492072281273,-0.010630289133854269,-0.0384216534028755,-0.06424396136578014,-0.08750931578415574,-0.10762652485756363,-0.12408880615666878,-0.13655296574095416,-0.1448837160926966,-0.14914146297479328,-0.1495355864223355,-0.14637555653462248,-0.14002565236459227,-0.13089498740612354,-0.11941458488921641,-0.10601649918322124,-0.09112256866136062,-0.0751392425588871,-0.05845604950568177,-0.041446257609300735,-0.024468971488758137,-0.007870851871239617,0.008006783815283258,0.0228230988918618,0.036251657338769436,0.047903202944321856,0.05741633292932848,0.06450731950963916,0.06903058300752621,0.07100717547293582,0.07059918534474578,0.06805527340734284,0.06366255229920932,0.057724451544220526,0.05054398397421661,0.04241645558270429,0.03362720570542674,0.024451502797571863,0.015155437767539442,0.005997246926550752,-0.0027705841817014295,-0.010897950593279885,-0.018139703126798145,-0.02423634043077421,-0.028947063823775362,-0.03209448206336906,-0.033619320086040405,-0.03359904974912983,-0.0322082074808255,-0.029661958930645493,-0.026184767128848027,-0.021996392957312694,-0.017308181655731253,-0.012323062221257583,-0.007236488189231916,-0.0022375825095349543,0.002489539042302513,0.006763975709988487,0.010408116544703137,0.013245877835592328,0.015131127526674632,0.015993775108719136,0.015876431237506854,0.014910646117921207,0.013261920211014036,0.01109761036406679,0.008577223158369682,0.005851831625116173,0.00306530306247535,0.0003555090741425102,-0.0021446034319206027,-0.004306277737327663,-0.006004683781992399,-0.0071282485688841215,-0.0076108569880612795,-0.007472937850235763,-0.006813597488102858,-0.005759771548068017,-0.00443554821790498,-0.0029560396405689895,-0.0014285487294440071,4.5905491069664264e-05,0.001371583601877021,0.0024576224851845267,0.003219485650405541,0.0035920163794697585,0.003563580039684658,0.00319496911930389,0.0025815082945979152,0.0018165883366755252,0.0009842992757108054,0.0001611983707795944,-0.0005821233784173761,-0.001180448716327973,-0.0015750112609178436,-0.001722849979901176,-0.0016247194298179917,-0.0013366923654974782,-0.0009322085874055334,-0.0004769417679258734,-2.7990305850303778e-05,0.00036388658191088624,0.0006536082737998705,0.0008035401857237436,0.0007952407263280782,0.00065295509465465,0.00043086691037521544,0.00017960048560220995,-5.932379565942779e-05,-0.0002508014264814456,-0.00036566399757651587,-0.00038438426893894505,-0.00031300874894535873,-0.00018885151928483545,-5.0626393062861704e-05,7.21498427713841e-05,0.00015629416708790142,0.000184944207499283,0.00015430865305331593,0.00011622536610555133
0.08200007115291279,0.08489700252151278,0.11384521269125027,0.16474681027455848,0.21876794709717962,0.278513221401152,0.34571677646539406,0.41793485916714174,0.49196094850296235,0.5696287786608994,0.6553743274929389,0.7300418406174096,0.7975713359105933,0.8655374842277204,0.9278264897010744,0.9851760435892272,1.0381390720615582,1.086849570941533,1.1312046180832285,1.1709613320476937,1.2058016648474994,1.235392634516351,1.2594446707325078,1.2777562299969496,1.2902322424827095,1.2968764896249938,1.2977701566690445,1.293050222201366,1.2827665655185299,1.2669692675822923,1.2458169599724305,1.21960438412867,1.188776671817912,1.153904241788788,1.115618626251011,1.0745384912294855,1.0312175324065078,0.9861223049678091,0.939627922645349,0.8920112805861508,0.8434263874583771,0.7937839015087127,0.7422043551215951,0.6898720707707704,0.6484630356470684,0.6202391045247142,0.6013691557780584,0.5916850070832562,0.5924336715414181,0.6064214815287631,0.6399315568208261,0.6783245487398306,0.7182945700810165,0.7586127784142427,0.8023963736281533,0.8446228762165684,0.8847634818293194,0.9227044419846752,0.9582782748925761,0.9912661265276935,1.021414609845592,1.0484543418953016,1.0721156647219674,1.092146787950856,1.108332964350105,1.1205130452373284,1.128589653646537,1.1325315326180507,1.1323698476638517,1.1281904595266892,1.120063734829098,1.1081234428430102,1.0925928288592284,1.0737908326984138,1.0521230280812512,1.0280573515753826,1.0020940670785854,0.9747430048101231,0.946516565223502,0.9179411426939856,0.8895886115184937,0.8621319316408768,0.836428383147333,0.8135762328348802,0.794760205125339,0.7808539197081373,0.7722515460708558,0.7690478249131523,0.7712022150514781,0.7785929153952992,0.7909843325230625,0.8078346657686342,0.8281910232863914,0.8508048023377028,0.8744712883434139,0.8982515196745623,0.921461199953024,0.9435833323498701,0.9642036758974822,0.9829700709075957,0.9995776182306723,1.0137641697286184,1.0253121898319508,1.0340534555513952,1.0398738885422611,1.0427167757475257,1.0425838865586534,1.0395342955600049,1.0336560854112666,1.0251048159528966,1.014115604381929,1.001002634704944,0.9861492917225594,0.969992303476391,0.9530068939634604,0.9356988660499559,0.9186041802898818,0.9022890821843295,0.8873392421660592,0.8743243294847701,0.8637395442616873,0.8559531577208521,0.8511899555144584,0.8495469664996578,0.8510161164374765,0.8555045661853484,0.8628303481518363,0.8726675570712779,0.8845225790033662,0.897758873565456,0.9116888259312532,0.9256771660531385,0.9391913929161045,0.9518015725167884,0.9631604566946657,0.9729866404320112,0.9810552817335033,0.9871944634139116,0.9912848256468447,0.9932606303637889,0.9931112040768628,0.9908818079964378,0.9866639622190441,0.9806152980073864,0.9729658728613292,0.9640163570966482,0.954128900916028,0.9437124714947321,0.9332054354272913,0.9230560010633977,0.9136985933426838,0.9055270162779567,0.898868739092663,0.8939679715429173,0.8909814159674834,0.8899831460784865,0.89097145805897,0.8938755557046127,0.8985512443936476,0.9047569065131598,0.912144279172088,0.9202754126916257,0.9286760792650064,0.936900133687715,0.9445687225660272,0.9513779594195347,0.9570912438907067,0.961530667311253,0.9645716558031737,0.9661407401540439,0.9662154332357206,0.9648254654306246,0.9620502532697381,0.958028851826779,0.9529656724105174,0.9512563030561649
-0.09039372960503098,-0.08681204483271539,-0.06970245865011016,-0.05425681945644789,-0.04063441896953743,-0.02872116084720956,-0.01839925562143766,-0.00955515955548721,-0.0020798782588691044,0.004131569477042019,0.009180997740565152,0.013167356657626179,0.016184699954143345,0.018325083875071795,0.01967813634958523,0.020330791619990345,0.020367107279385746,0.019868134719414367,0.018908716708308286,0.01756149399857833,0.015897735398561166,0.013986926256937206,0.011897057447097348,0.00969783586270726,0.007476353654170848,0.005382646667331495,0.0035956760751631586,0.0021608012685497002,0.0010375027232586058,0.00018104206582297963,-0.0004455858348412216,-0.0008745826621407082,-0.0011354377662895904,-0.0012558579078084974,-0.0012621436638883135,-0.0011792620676106293,-0.001030747162132302,-0.0008386739348609999,-0.0006236028656777388,-0.0004051642548169146,-0.00020794829413439174,-6.715554531924097e-05,1.7565040933183098e-05,6.229258531403458e-05,7.851749801631304e-05,7.521536388791203e-05,6.002481652931007e-05,3.946666826719615e-05,1.8959982323149597e-05,3.130255421894456e-06,-3.795224563163961e-06,-4.876452476892294e-06,-3.469378220892165e-06,-1.4770019348202612e-06,-5.598331600922992e-08,3.0575286701834966e-07,1.4256522813520204e-07,1.9420075836789465e-09,-1.6197356127606927e-08,-1.117146321737249e-09,1.4879701971966843e-09,4.756744956471646e-09,1.916939327058643e-09,-2.4994178365564293e-09,-3.9779740604221284e-09,-2.0300063567932503e-09,8.484265471400254e-10,4.7766634056609335e-09,6.3023187796727725e-09,8.067205376896364e-10,-3.836634506980121e-09,-3.67468363170415e-09,-9.126520292435172e-10,2.1482153103579192e-09,3.7301390950496175e-09,2.0563483756228477e-09,-6.337508952945865e-10,-4.996860178803041e-09,-3.3437652697430324e-09,-1.890132218301754e-10,4.828190987212987e-09,3.197137358402118e-09,2.4316513505241393e-10,-2.8715740714484557e-09,-3.2297013179034894e-09,-1.0757929036792702e-09,1.7879289600810198e-09,3.899358419844702e-09,6.176648902434775e-10
-0.20214547082918785,-0.20242767909492596,-0.20627192861551555,-0.2144448915542416,-0.22622239883593953,-0.24201995225203984,-0.262220034385875,-0.2871982466161268,-0.31720827347960134,-0.35228440557298807,-0.39228141379197345,-0.43713481486846817,-0.4872593703885356,-0.5435017881525113,-0.5925567277111572,-0.6381510439320749,-0.6844971664616807,-0.7273168331686329,-0.7667966974732072,-0.8032178515238665,-0.8366656367195258,-0.8671193692525007,-0.8945003010991212,-0.9186995254930354,-0.9395973919089817,-0.957078595220921,-0.9710441177810034,-0.981420111446314,-0.9881637985181903,-0.9912671080305147,-0.9907596000012129,-0.9867078285737549,-0.9791858756275587,-0.968363634347515,-0.954528521436846,-0.938075725986772,-0.9194704202073811,-0.8992034631628678,-0.8777637530190142,-0.8556346683811548,-0.8333090958939463,-0.8113144353698781,-0.7902445685135893,-0.770768242770424,-0.7535783951527825,-0.7392768834653156,-0.7282793014401645,-0.7208135257867757,-0.7169705317760662,-0.7167388287950642,-0.7199991218925144,-0.7264911269849554,-0.7357493723058723,-0.747127068486124,-0.7599118815319075,-0.7734450182698245,-0.787173911143228,-0.8006506403315725,-0.8135131500884464,-0.8254654438654585,-0.8362614167051468,-0.8456969233550918,-0.8536042936366226,-0.8598495274468779,-0.8643316787280263,-0.8669844194747247,-0.8677803277468565,-0.8667389378289136,-0.8639358717987279,-0.8595225733955845,-0.8537451715679805,-0.8469294595084167,-0.839443277534819,-0.8316570224548663,-0.8239191315325239,-0.8165452267095321,-0.8098149244614471,-0.8039689628754789,-0.7992055272097622,-0.7956768596194572,-0.7934865012757185,-0.7926862416470863,-0.7932702012280916,-0.7951634178317755,-0.7982021524107463,-0.8021218930795461,-0.8065915555788281,-0.8112790162500972,-0.8158979370038324,-0.8202181234811435,-0.8240578810150991,-0.8272748284819268,-0.8297602447358491,-0.8314364218714666,-0.8322568203693181,-0.8322095327425328,-0.8313254240400896,-0.8296909928745049,-0.827463115805239,-0.8248592401463415,-0.8221161321740593,-0.819447382016598,-0.8170263116947055,-0.8149873788575089,-0.8134310103632563,-0.8124264062220554,-0.81201176796382,-0.8121914300290061,-0.8129281396082774,-0.8141294527359416,-0.8156403006315147,-0.817271477025587,-0.8188505331385973,-0.8202463351828694,-0.8213655874023048,-0.822144771399492,-0.8225460556957783,-0.8225571740729732,-0.8221955169568821,-0.8215175322162158,-0.8206283803602843,-0.8196667318480413,-0.818761686982007,-0.818007365112339,-0.8174653377534166,-0.8171716361023788,-0.8171393893487445,-0.8173569937175751,-0.8177810710487756,-0.8183282974260538,-0.8188913192774261,-0.819379840917781,-0.8197368941432821,-0.8199315731010985,-0.8199532632278853,-0.8198115909798119,-0.8195414849406087,-0.8192089025951143,-0.8188934118920228,-0.8186531295455788,-0.8185180178359956,-0.8184980479780749,-0.8185860188348713,-0.8186950072495299
-0.28887491553026934,-0.28554650730224557,-0.25411222363881264,-0.2197230237028872,-0.1896693158875875,-0.16314638381898414,-0.13960399072512383,-0.1186072157305755,-0.09979770071894725,-0.08286902622508119,-0.06755044308864445,-0.053595379027653475,-0.040772732250941385,-0.02885977706046697,-0.017635970647610116,-0.006877272805124913,0.0036490950544104447,0.014189107024863892,0.025037958265937944,0.03649057371679488,0.048857080236132985,0.062457685412322286,0.07761057430310932,0.09462633331246716,0.11381563687876689,0.13550694948068964,0.1600656386838917,0.18790959396930182,0.2195198325060661,0.2554404747836431,0.29624945620783966,0.342465111476273,0.3943796809070613,0.45196820418403816,0.5151352634771506,0.5842236904702567,0.6605309579779923,0.7466644950162009,0.8250179333517575,0.8979467856772375,0.972792619629278,1.0429018432650252,1.1088129996748985,1.1710261819780565,1.229618878176736,1.2844124060425548,1.3350532664934363,1.3810631485249025,1.4219007083262034,1.457047318389487,1.486096294681367,1.5088052024745322,1.5250922996397558,1.534997118492455,1.5386365563640227,1.5361730345252496,1.5277136396801925,1.5131703450529626,1.4925185250539088,1.4658391059696445,1.4333809803192032,1.3956253804269463,1.3533002438614499,1.3072941246892915,1.258503270568619,1.2077111378443013,1.1555488485852985,1.102509424838096,1.0489730366696841,0.9952235376667109,0.9414112368860023,0.887388106826207,0.8324397994348092,0.7882934220084614,0.7599114098322391,0.7426891476457314,0.7359089024654087,0.7401917079062578,0.7568294431024493,0.7877189169947205,0.8330840606830401,0.8762876892777013,0.9253346270681706,0.9736140159435962,1.0202557315426866,1.0650965773411116,1.1079151994849143,1.1484324442992375,1.1863286325328446,1.2212530198705156,1.2528509850952587,1.280788816805805,1.3047798832852555,1.324605416930671,1.3401238365906372,1.351267664625024,1.3580322068796968,1.3604617229959588,1.358637223756156,1.3526290510262058,1.3424420172836902,1.3281311771071558,1.3098207016086867,1.2877284299093767,1.26218926638895,1.233665739293249,1.2027337982070558,1.1700459471388545,1.1362928624289805,1.1021889298420398,1.0684934230316976,1.0360569609467591,1.0058606556092038,0.9789608093454824,0.9562858451326235,0.9384450520464475,0.9257368707370562,0.9182725017009721,0.9160687024566805,0.9190837798163128,0.9272780463726755,0.9406082686301276,0.9588656758929364,0.9815411581198557,1.0076514899585276,1.0357990274389386,1.0646018886200779,1.0930212120635954,1.1203417343679054,1.1460477098899189,1.1697337424823735,1.1910650157121696,1.2097680187378643,1.2256285538242817,1.2384906613986273,1.2482534083123396,1.254865295614608,1.2583174331313476,1.2586368761250275,1.255881163460436,1.2500894030208551,1.2413193369768212,1.2296781818953237,1.215335980287924,1.1985439786367893,1.179654893243116,1.159140328382634,1.1375978508054883,1.115738673045435,1.0943457073680254,1.0741954988476938,1.0559692534556964,1.0401930955839145,1.02723006994931,1.0173088835828263,1.010560047384737,1.0070431570944391,1.0067631541289341,1.0096785339598064,1.0157426658087325,1.024861549348335,1.0368506306227676,1.0513845973976537,1.0679243530826754,1.0856848964630192,1.1037555911688604,1.1213227843721214,1.1377879225128622,1.1527419025860526,1.1659001303464565,1.1770606183208412,1.1860818219106108,1.192870695650554,1.1973751395264123,1.1995784980199478,1.199495394740764,1.1971682667553476,1.192642288492873,1.1859938297800525,1.1773434360636779,1.1668698463108056,1.1548317699730837,1.141598984955008,1.127683004607146,1.1137284405087098,1.100416260965556,1.0883207927323653,1.0778435938847475,1.0692392849650474,1.062664259803644,1.0582099608249746,1.0559200262556563,1.0557984793591035,1.057813435292661,1.0619149759301842,1.0680134300785247,1.0759577908882152,1.0855043975214367,1.0962643418530578,1.1076628429076043,1.119012241652326,1.1297046346500064,1.139325590508303,1.1476210941606653,1.1544336050235167,1.1596635586261204,1.1632518922327522,1.165172131534376,1.1654263891421357,1.1640432658495623,1.1610682147524074,1.1565724964447714,1.1506660793625825,1.1435109994248032,1.1353468335612333,1.1265302372175918,1.1175592131370666,1.1089995411405051,1.101320693921236,1.0948193886200197,1.0896628435339264,1.085944985005878,1.0837151255586213,1.0829889031743933,1.083752105923929,1.0859650050035663,1.089562032573622,1.0944357777638924,1.1004186191072163,1.1072450574512913,1.1145039377996457,1.121665769246109,1.1282513385361403,1.1339549663912765,1.1386111950609281,1.1421295836707455,1.1444611326094216,1.1455861087370067,1.1455098495723566,1.1442612180516845,1.1418881610287446,1.1384669477747884,1.1341115830201738,1.1289922946372888,1.1233709980172837,1.1176708535623496
-0.006789642639226788,-0.008786410756887512,-0.028086602090351794,-0.052466564607393434,-0.07424759500922033,-0.09310941620705804,-0.10860550873698435,-0.1204343367794139,-0.12846832252717386,-0.13275243629571531,-0.13347252121936026,-0.13091305692149444,-0.12541406108033615,-0.1173534487373919,-0.10712702548833025,-0.09513057713262155,-0.08175152034447124,-0.06736567949967695,-0.05233659298323025,-0.037016075558717124,-0.02174541729523788,-0.006856220242144181,0.007324236904148402,0.020470269875284785,0.032264280692859866,0.042356063579556784,0.05043592674074252,0.05628085295428618,0.059801755402243015,0.061056772569762906,0.06022033611571284,0.057533653982068056,0.05326690728464462,0.04769980854974412,0.041109051580250106,0.03376368212325033,0.025924007067311794,0.017841892761339174,0.009761678785973775,0.0019210509807823378,-0.005446434274644509,-0.012110852810762816,-0.01784213586162977,-0.022415699250296513,-0.025651553807860085,-0.0274610921561408,-0.027877922324123183,-0.027037695337533935,-0.025128056074443076,-0.02235194400785865,-0.01891088509896438,-0.014999385348500482,-0.01080422480218592,-0.006505073222069982,-0.002275373890736526,0.0017167005378949714,0.005306922581588963,0.008335646051797277,0.01064989685766614,0.012129734342587017,0.012729770242353807,0.012504239232028301,0.011578460318949829,0.01010182623072279,0.008223069690127396,0.006083539285972679,0.0038170437778182187,0.0015508304548714287,-0.0005935446503817694,-0.0024994676168947133,-0.0040555309324130165,-0.005159125155684222,-0.005736719997713041,-0.005780315065770686,-0.005359108345468194,-0.0045812026544391855,-0.0035577706520059796,-0.002392397084303801,-0.0011810142969079205,-1.3155032929708377e-05,0.001027257098011938,0.0018618438828763898,0.002420240892440865,0.002653986224838915,0.002566644332396795,0.002220624753663536,0.0016996165002310037,0.001082470786953609,0.00043974576360460854,-0.00016472143211112102,-0.0006729149743995765,-0.0010330171964734822,-0.001204085263305935,-0.001174648439933898,-0.0009818401824692154,-0.0006875478665687413,-0.000349408100185233,-1.6690737949551378e-05,0.00026779913353209314,0.00046723746705811225,0.0005531700004360293,0.0005178349406775238,0.00039046180907333354,0.00021719724148464828,3.749965902741047e-05,-0.00011684318973570869,-0.00022004118559179077,-0.00025364128455472633,-0.0002157430298422986,-0.00013207490328782077,-3.5632126775218714e-05,4.8780049990024995e-05,0.00010283513842365871,0.00011461227917550837,8.508506237912036e-05,3.514592356443175e-05,-1.29956148538671e-05,-4.498613186351299e-05,-5.2222529976463955e-05,-5.105345321861362e-05
0.2342705454737598,0.2344543482666536,0.23762088352605415,0.24461163593129862,0.2552423134157547,0.26982745939423014,0.2887066978991648,0.3122559820883747,0.34082126543918373,0.3746355515578548,0.4137797065186388,0.4582893074119753,0.5084526456999504,0.565077168426539,0.6191992476035868,0.6694241071780416,0.7210064188689377,0.768835465364823,0.8131619402372117,0.8543941374119652,0.892675539519178,0.928010501748889,0.960328266724993,0.9895163827810133,1.0154427736484202,1.0379724848922336,1.056980921949009,1.0723637160513286,1.0840429683686288,1.0919700493872588,1.0961259600260334,1.096521180329103,1.0931979050604603,1.086192533341812,1.0756247705882476,1.0617660317332398,1.0450528207887468,1.0260439584645684,1.005341909702043,0.9835325478619439,0.9611677434876286,0.9387762775099316,0.9168794398228303,0.8960114811159905,0.8767135259211077,0.8595065665156079,0.8448493472124354,0.833103254013026,0.8245213796034392,0.8192573783318758,0.8173760909100664,0.8188487525138871,0.8235238905488673,0.831063260274796,0.8409098277071247,0.8523841974623384,0.8648259847780709,0.8776727698961642,0.8904680630291398,0.9028425007771954,0.9144964812051884,0.925180334457624,0.9346871658457234,0.942846703917156,0.9495212924772664,0.9546034162337015,0.9580145861508277,0.9597059939485266,0.9596623094684463,0.9579115159560122,0.9545404686691499,0.9497397361720389,0.9438205420804506,0.93717475572902,0.9301975250052479,0.9232354888118744,0.9165769899916195,0.9104609840165954,0.905086310270047,0.9006158352776915,0.8971781949265015,0.8948680436625148,0.893744918079808,0.8938291675216293,0.8950907272374825,0.8974249494383449,0.900615817149927,0.9043496575760804,0.9083002624519437,0.9121993101127158,0.9158443554183381,0.9190821125628994,0.9217948161672986,0.923893289949757,0.9253136068194656,0.9260161602819916,0.9259874637665734,0.9252471890220334,0.9238652520750631,0.9219898870443574,0.9198422986164662,0.917649001268296,0.9155865502666548,0.9137809735517389,0.9123231556142343,0.9112777087491292,0.9106863102477983,0.9105678576268592,0.9109149089367389,0.9116821287089579,0.9127629560063759,0.9139892721216812,0.9151952731418743,0.9162648902063157,0.9171235513268126,0.9177229235254105,0.9180346147281598,0.918048962690782,0.9177777516475988,0.9172645060115936,0.9166026402146926,0.9159195078483713,0.9153161286450052,0.9148516144768883,0.9145591410888874,0.9144543062450138,0.9145362850513339,0.9147840174754955,0.9151438487556002,0.9155261388444818,0.9158521512354663,0.9160806444165234,0.9161933225444486,0.9161863569703889,0.9160702742948373,0.9158760849736854,0.915663498051628,0.9154916776490648,0.9153882540086116,0.9153611119382473,0.9154063084279597,0.9155067376474587,0.9156253288766176,0.9157174675635832,0.9157632656339254,0.9157606679583272,0.9157172677535647,0.9156609064075202
0.004053928351045426,0.004270604408308677,0.006495097948353078,0.009510398340719237,0.01299518872486867,0.017111708054726702,0.021993619099521956,0.027769188158373342,0.03457233846148785,0.04254879448335426,0.05185838322218435,0.06267662958391104,0.07519699189514283,0.08963406560439965,0.10622792139330459,0.12524982844635743,0.14700967016712566,0.17186521848765907,0.20023272599982458,0.23259604363384148,0.26950540876656137,0.31154386020077485,0.3592242746160305,0.4128158959400437,0.4722736956258005,0.5375312657601354,0.609038957036629,0.6883098631611733,0.7780861815986443,0.8574852593266424,0.9402500584461889,1.016568092278365,1.0877365984139509,1.1548865950846556,1.2184394613169238,1.2783918413439237,1.3344989166574508,1.3863340080444055,1.4333327676286869,1.4748625465468885,1.5103289248946188,1.5392854150871502,1.5614877635676672,1.576874760665326,1.5855120579430653,1.5875400463549927,1.5831408471345367,1.572349684071332,1.5550712374944489,1.5313021560638012,1.5011781720793391,1.4650573827244662,1.4235907632408014,1.3776971314276234,1.3284051562967083,1.2766638352381265,1.2232443213698672,1.1687392135315242,1.1135991764066595,1.058167373873996,1.0026858056602432,0.9472367238018905,0.89148935187948,0.8349635275194407,0.7945769262239789,0.768887800385721,0.7542911197813995,0.7505953386272523,0.7586795697509395,0.7801706447506224,0.8171228733695303,0.8603437234617891,0.9054754030925719,0.9561914023854242,1.0059945798915195,1.0541172582067433,1.1004008983695506,1.1446144702675298,1.1864653142905248,1.2256098146233962,1.2616693969083703,1.294257978346904,1.3230108439471433,1.3476158139033776,1.3678376849322147,1.3835282253502998,1.394621087725557,1.4011175102791023,1.4030700371483826,1.4005689299964856,1.393675137844892,1.3823943503743346,1.3667912834006966,1.34700880701652,1.3232963888396043,1.2960356431697058,1.2657474864800853,1.2330676005712788,1.1986974588463446,1.1633598804607541,1.1277866290069605,1.092745584403442,1.0590941317734603,1.0278260115313167,1.0000219437513789,0.9766419686668913,0.9583181748991149,0.9453556350889283,0.9378620018835087,0.9358469100654941,0.9392603850727042,0.9480636116944293,0.9622077696900396,0.9814661373447715,1.0052914441628922,1.0326447178410358,1.0620828112834881,1.0922035214977297,1.1219552367104466,1.150605278743732,1.1776156346220306,1.2025564173078,1.2250675724049978,1.2448516352925827,1.2616736907163517,1.2753616689067928,1.2858035524816154,1.292941334554331,1.2967632684098733,1.2972962120692009,1.2945993550751682,1.288715411255424,1.2797001813858115,1.2676613362514184,1.2527720752849947,1.2352905972920987,1.215580920099722,1.194129213907904,1.1715475898372585,1.1485585436973291,1.1259554902916682,1.1045348678607392,1.0850149391740405,1.0679710981615802,1.0538138100313714,1.042807668381363,1.035106574918088,1.0307843865872828,1.0298547118488852,1.0322814998918246,1.0380142982555551,1.0469709128494082,1.0589809052417045,1.0737410532425944,1.0907451998854125,1.1092376032452713,1.1282965330166428,1.1470460657050092,1.164807329700677,1.1811042916594643,1.1956027183267433,1.2080638300581834,1.2183181493340194,1.2262512168522282,1.2317945844427527,1.2349192172448094,1.2356303911448618,1.2339639341083117,1.22996720507721,1.223704807005576,1.2152849944089812,1.2048710703259862,1.1927006367191213,1.179113386001126,1.1645829913834778,1.1497275288966367,1.1352501070793253,1.1218046889154571,1.1098888705939531,1.099833884148522,1.0918478590098821,1.086056885450995,1.0825293794521345,1.0812885368544416,1.0823184263016286,1.0855740144356802,1.0909868144302872,1.098434033761883,1.1077159705504989,1.1185138818642555,1.1303359139568503,1.1425173071987504,1.1543602058338196,1.165314380471121,1.1750216345546263,1.1832595701914246,1.1898872605075639,1.1948162720393187,1.1979972833261001,1.19941353980444,1.1990773168912638,1.197026409047523,1.193314229461088,1.1880275484043572,1.1812968372862283,1.1733133898084407,1.1643593803037513,1.154847683170923,1.1453265527113965,1.1363726578903917,1.1284333961838504,1.1217846989114562,1.116583748135439,1.1129194266234939,1.1108367157717918,1.1103461899378384,1.1114274561983009,1.1140353463052193,1.118095295284499,1.123486774145303,1.1300225238415629,1.1374081159281884,1.145197981531206,1.152839035918976,1.1598450679593606,1.165906951249088,1.1708544572525006,1.1745930299347727,1.1770711639083815,1.1782681322671507,1.1781895359733328,1.176865559532812,1.1743458417063783,1.170709405185742,1.1660742432609437,1.160615517884806,1.1597847233804017
